county_fips,state_name,slope_drop_dist,mean_after_drop_dist,slope_last_fatigue_dist,slope_drop_visitation,mean_after_drop_visitation,slope_last_fatigue_visitation,slope_drop_encounters,mean_after_drop_encounters,slope_last_fatigue_encounters,median_household_income,prop_poor,pop_density_land,black_prop,proportion_essential,prop_coverage
22113,louisiana,-0.019658899,-0.351045048,0.00733377,-0.012370823,-0.365492525,0.010933017,-0.025778531,-0.655988009,0.022766298,48263,0.183,19.70213394,0.141567775,0.492661049,0.86
22079,louisiana,-0.018933702,-0.348474163,0.007738189,-0.061766214,-0.626737756,0.01074571,-0.044761024,-0.759512267,0.022175287,48116,0.194,38.46738735,0.317427735,0.470338588,0.96
22029,louisiana,-0.016485791,-0.341524203,0.012773244,-0.011680614,-0.323673364,0.030130055,-0.025087253,-0.654351261,0.02713093,35840,0.272,11.09090819,0.395514,0.505654281,0.86
22043,louisiana,-0.011286034,-0.301332291,0.006974825,-0.06003085,-0.711564817,0.004798244,-0.038706764,-0.732295514,0.014195524,43502,0.2,13.41875837,0.152255137,0.230234579,0.72
22001,louisiana,-0.010821575,-0.30685038,0.006287398,-0.02569029,-0.411955923,0.011326358,-0.026269837,-0.680797756,0.020176007,40484,0.252,36.87236211,0.179257115,0.531127713,0.87
22065,louisiana,-0.009111521,-0.134226821,0.003069743,-0.011575599,-0.384551841,0.022796895,-0.019070253,-0.631674354,0.026793802,28452,0.417,7.093740468,0.624406415,0.550191571,0.9
22081,louisiana,-0.015356985,-0.332808719,0.008473865,-0.012012887,-0.382538257,0.025219227,-0.023598297,-0.289774825,0.025373807,36865,0.231,8.551783642,0.393653415,0.306020067,0.71
22115,louisiana,-0.017967666,-0.411321149,0.010630272,-0.034122431,-0.465096516,0.014545446,-0.021799337,-0.637192181,0.031546486,47664,0.175,14.83067473,0.138272616,0.244986922,0.89
22061,louisiana,-0.01404039,-0.245671391,0.012274805,-0.05514428,-0.638013977,0.014415505,-0.037261112,-0.828255128,0.008438554,36525,0.258,38.75901342,0.402957878,0.306336036,0.8
22073,louisiana,-0.018418195,-0.32427057,0.010587795,-0.071742608,-0.674947426,0.004633207,-0.05146786,-0.7951586,0.020805775,44371,0.213,98.72412134,0.373154232,0.428709677,1
22047,louisiana,-0.010508423,-0.214152584,0.005583858,-0.0365482,-0.468848287,0.014937263,-0.030804741,-0.710305745,0.022781639,47917,0.238,20.56865747,0.482595275,0.557239996,0.82
22093,louisiana,-0.017179959,-0.39346327,0.005320127,-0.026865633,-0.456771376,0.005230974,-0.040132362,-0.708976461,0.023070986,53903,0.168,34.13874236,0.488425156,0.512481645,0.89
22041,louisiana,-0.023910713,-0.360177985,0.013554086,-0.041428876,-0.491010794,0.013399931,-0.025081008,-0.708067168,0.025327709,34446,0.273,12.5625307,0.315141893,0.294444444,0.87
22009,louisiana,-0.015880822,-0.331612585,0.007525553,-0.018045215,-0.361366869,0.018489799,-0.0264987,-0.70025494,0.017593202,37731,0.274,18.9711161,0.295561267,0.584738082,0.85
22063,louisiana,-0.019110242,-0.308486882,0.007121918,-0.053493602,-0.543824252,0.011253297,-0.037724599,-0.702950545,0.02469826,63088,0.113,82.27008668,0.065466765,0.318920936,0.93
22101,louisiana,-0.0199937,-0.401135901,0.007326395,-0.029272426,-0.518398026,0.011598576,-0.030715187,-0.667578989,0.02628118,39764,0.21,35.95261205,0.313657733,0.510381594,0.93
22127,louisiana,-0.011529594,-0.350059845,0.008246582,,,,-0.02677103,-0.637994802,0.022147299,40133,0.228,5.890165171,0.30614122,0.375713121,0.71
22075,louisiana,-0.020507801,-0.360050724,0.005997866,-0.030801967,-0.482562453,0.013436035,-0.032292938,-0.61104737,0.025115731,58643,0.155,11.56468855,0.207219137,0.493880251,0.98
22077,louisiana,-0.016290342,-0.322753157,0.00746006,-0.011389306,-0.444895471,0.017608395,-0.032963702,-0.728304595,0.011461856,46603,0.203,15.35347669,0.353281677,0.41511335,0.78
22095,louisiana,-0.017319674,-0.400418396,0.008035087,-0.031320524,-0.492036704,0.009520535,-0.035338493,-0.759676708,0.018457681,50830,0.182,78.26893586,0.5704196,0.402764205,0.92
22083,louisiana,-0.012469431,-0.241850231,0.008508102,-0.030948578,-0.44611509,0.016838479,-0.035260009,-0.683212846,0.021040073,35103,0.262,14.22468189,0.353704437,0.657912688,0.88
25005,massachusetts,-0.027688934,-0.420869584,0.008375062,-0.037930074,-0.549856837,0.008862864,-0.047943512,-0.741646172,0.010174323,66005,0.108,390.1505028,0.045953881,0.433352371,0.68
25019,massachusetts,-0.024466904,-0.763625225,0.008159565,,,,-0.043540823,-0.797445279,0.012078798,97525,0.059,92.90351158,0.094817692,0.043778153,1
25009,massachusetts,-0.03045101,-0.508015777,0.007869557,-0.056750033,-0.677553336,0.003988544,-0.065253148,-0.782424836,0.005910102,76373,0.107,612.3264362,0.033833436,0.416701603,0.61
25013,massachusetts,-0.019339619,-0.408823868,0.007639378,-0.04094981,-0.607026039,0.007284191,-0.04762544,-0.779679868,0.00838484,52682,0.167,293.5650603,0.077331071,0.503606305,0.79
25027,massachusetts,-0.024270449,-0.418360161,0.008715439,-0.043924034,-0.613038931,0.006101039,-0.049215797,-0.766803819,0.006121987,71767,0.09,210.1639701,0.047316026,0.443462083,0.68
25007,massachusetts,-0.025120825,-0.649005447,0.011246161,,,,-0.029256249,-0.916427867,0.012359599,70224,0.077,64.7697872,0.040744583,0.226190476,0.87
25021,massachusetts,-0.034958937,-0.561731218,0.005808151,-0.050624472,-0.675667163,0.004033306,-0.064077635,-0.796506165,0.004567458,100184,0.065,680.6297135,0.070753968,0.369069557,0.52
25011,massachusetts,-0.017469483,-0.456531986,0.008230157,-0.028036866,-0.526003845,0.010302689,-0.041516071,-0.700231697,0.004567726,58992,0.106,39.1694219,0.013161789,0.382103201,0.55
25003,massachusetts,-0.017376142,-0.46068383,0.008417815,-0.038916438,-0.586081298,0.00876755,-0.035541713,-0.656295546,0.008035603,58375,0.113,53.04016386,0.031239117,0.316540348,0.6
25023,massachusetts,-0.029732235,-0.49651717,0.008571146,-0.04619023,-0.585521201,0.007901173,-0.057755716,-0.772985098,0.008564319,89678,0.062,300.0827076,0.106391807,0.37160183,0.61
25015,massachusetts,-0.019462505,-0.423344454,0.01263854,-0.047403534,-0.602966116,0.002425602,-0.075969117,-0.880276803,0.00371096,74456,0.111,118.019676,0.029060147,0.320974618,0.49
24019,maryland,-0.011680188,-0.383300895,0.011726152,-0.028628504,-0.569316652,0.004900181,-0.022098369,-0.694605061,0.023732435,48682,0.154,23.03451107,0.279454966,0.332705587,0.8
24029,maryland,-0.018209902,-0.481673289,0.014170464,-0.008868981,-0.372825031,0.003761205,-0.033916159,-0.605779172,0.004351117,55514,0.129,27.3066914,0.145178765,0.324464487,0.65
24025,maryland,-0.022618447,-0.437619739,0.013030261,-0.054327803,-0.608703227,0.005448324,-0.053777923,-0.762915198,0.014319857,87959,0.07,221.7271443,0.139500543,0.272224641,0.7
24009,maryland,-0.026767979,-0.44994417,0.009182791,-0.049175934,-0.640378037,0.010458529,-0.052470779,-0.795454711,0.010728457,106270,0.054,164.9551742,0.127452366,0.290411162,0.71
24017,maryland,-0.022699698,-0.431384156,0.007218655,-0.038189284,-0.560972515,0.009279068,-0.035004843,-0.720394545,0.012276623,92616,0.066,132.9772265,0.478684606,0.255983909,0.77
24037,maryland,-0.025005932,-0.47040811,0.013141395,-0.035073315,-0.551431839,0.007145081,-0.050129916,-0.763210709,0.012737268,89964,0.08,120.0551638,0.143062558,0.170028818,0.75
24035,maryland,-0.019243626,-0.427351136,0.01008954,-0.040534754,-0.579128872,0.007836632,-0.052328458,-0.750416151,0.012765164,93751,0.065,51.26963696,0.061949016,0.215052832,0.7
24001,maryland,-0.008783321,-0.271367579,0.012435075,-0.039223841,-0.523294665,0.01429074,-0.034365053,-0.727075723,0.019795773,43535,0.167,65.82512308,0.080577668,0.340950354,0.6
24013,maryland,-0.02877795,-0.441487122,0.01021587,-0.050305809,-0.567342649,0.006186872,-0.055596392,-0.759536651,0.015833614,95956,0.06,144.4971047,0.036228915,0.303449633,0.64
24021,maryland,-0.021875657,-0.40346562,0.009819962,-0.056066623,-0.616219214,0.006102387,-0.045632458,-0.769036739,0.007498274,95196,0.062,145.2537914,0.096143917,0.284104469,0.75
24047,maryland,-0.025343903,-0.490513711,0.023352449,-0.063853882,-0.693184764,0.015851284,-0.0598837,-0.801485453,0.041680359,59266,0.104,42.51432218,0.12843718,0.13211818,0.87
24041,maryland,-0.018787259,-0.444866895,0.013641567,-0.034155126,-0.492894713,0.009986164,-0.030185213,-0.726944691,0.016359608,64245,0.092,53.49765439,0.123836832,0.301706141,0.65
23005,maine,-0.02355163,-0.468596907,0.007112663,-0.056716366,-0.704311903,0.009066299,-0.038995225,-0.841224258,0.006397324,71586,0.082,134.4200117,0.030229223,0.412287668,0.61
23011,maine,-0.016378701,-0.36732752,0.013286276,-0.043786337,-0.595747301,0.014020396,-0.034522372,-0.734232455,0.015044649,52154,0.112,54.09850381,0.006962476,0.312529289,0.64
23013,maine,-0.016643068,-0.489756275,0.007715275,-0.016926813,-0.433825542,0.007910817,-0.029161486,-0.827909212,0.005537236,56678,0.11,42.11023048,0.007417465,0.311485479,0.58
23009,maine,-0.013891918,-0.430813992,0.009966174,-0.015657955,-0.391418836,0.028593513,-0.040736928,-0.646203978,0.006709758,52148,0.116,13.26827489,0.008520188,0.329941167,0.67
23023,maine,-0.016351187,-0.452662584,0.009297078,-0.025325857,-0.575354568,0.005295192,-0.030239582,-0.681359348,0.011705443,65969,0.087,53.63021744,0.008559241,0.380343764,0.56
23001,maine,-0.013272303,-0.337269744,0.00807398,-0.051913693,-0.552932166,0.01031736,-0.043191678,-0.709507371,0.010208318,49935,0.123,88.65336766,0.0418466,0.38160602,0.71
23027,maine,-0.016056185,-0.403189572,0.008946314,-0.014527427,-0.342942432,0.018658192,-0.030251184,-0.628253962,0.008219911,49482,0.137,20.84929659,0.005693556,0.306982209,0.6
23019,maine,-0.014349571,-0.370422221,0.011516994,-0.054044472,-0.6746845,0.006419097,-0.048511967,-0.776094576,0.008700073,47840,0.147,17.24666118,0.009060465,0.454333383,0.65
23017,maine,-0.018305984,-0.431914247,0.009225884,-0.025792802,-0.447446193,0.006377064,-0.034918939,-0.81316013,0.003162167,44243,0.167,10.65676782,0.005900934,0.374795417,0.67
23007,maine,-0.015716972,-0.441191018,0.010947786,,,,-0.028937379,-0.833368694,0.003623467,49561,0.145,6.829858409,0.005452052,0.261333833,0.57
23015,maine,-0.015871979,-0.39454384,0.009082352,-0.032407796,-0.570842858,0.015691216,-0.025945029,-0.850326031,0.006457056,56211,0.111,28.8534917,0.005649059,0.327655925,0.6
26055,michigan,-0.025591483,-0.533700123,0.011758928,-0.053650446,-0.678307316,0.010129261,-0.068014818,-0.800305339,0.017865432,64591,0.095,76.28762679,0.007086299,0.357562066,0.75
26005,michigan,-0.020841588,-0.430626714,0.009264929,-0.02808663,-0.534807325,0.015406442,-0.037617919,-0.798523864,0.012666646,62247,0.107,53.92102964,0.013142755,0.326157944,0.8
26065,michigan,-0.026535092,-0.48878007,0.01096659,-0.05268399,-0.702762685,0.006579327,-0.037814456,-0.888989767,0.005594654,52837,0.181,201.0352465,0.114936718,0.277225548,0.76
26093,michigan,-0.030233515,-0.572731187,0.010116622,-0.046788472,-0.692182214,0.009496815,-0.048103972,-0.84097296,0.008779664,84048,0.05,128.7462614,0.005945906,0.386768349,0.76
26017,michigan,-0.023696994,-0.478330048,0.013864944,-0.033517195,-0.620943018,0.005996074,-0.026895659,-0.816645721,0.011831233,50576,0.156,91.48441331,0.016685431,0.400801862,0.77
26011,michigan,-0.016294814,-0.40908457,0.010899048,-0.012001697,-0.436770858,0.023711442,-0.028589943,-0.863553355,0.008542384,42540,0.159,16.12227532,0.004720431,0.451361868,0.75
26165,michigan,-0.021996953,-0.458146052,0.015110142,-0.032667359,-0.578484385,0.024915576,-0.031046858,-0.783993339,0.024292084,46396,0.131,22.629962,0.005886571,0.242837838,0.85
26091,michigan,-0.024218298,-0.480270894,0.010566934,-0.034486516,-0.56826517,0.00757589,-0.033719225,-0.756376722,0.018216735,55762,0.104,50.7194931,0.025624326,0.363731656,0.75
26057,michigan,-0.017013818,-0.433630496,0.010462061,-0.04521845,-0.593656273,0.01304253,-0.026056492,-0.791085646,0.021596589,48988,0.162,27.89690217,0.058080248,0.371216707,0.71
26117,michigan,-0.017620976,-0.424297918,0.011014126,-0.024556605,-0.466051052,0.016500404,-0.024766079,-0.775556326,0.025089374,50396,0.143,34.60108249,0.024371561,0.372705743,0.8
26155,michigan,-0.021402731,-0.480900109,0.011161883,-0.028874629,-0.540491485,0.014450723,-0.025919879,-0.776627007,0.020127624,54149,0.108,49.80663028,0.006349718,0.329705101,0.83
26041,michigan,-0.019815385,-0.456940648,0.011148451,-0.036806731,-0.704568039,0.010363685,-0.029665771,-0.808365122,0.015888287,49292,0.124,11.93153821,0.003513958,0.325764192,0.7
26101,michigan,-0.019121836,-0.48604378,0.016220906,,,,-0.036281814,-0.832663663,0.006572949,47401,0.131,17.40261535,0.034205806,0.234756098,0.67
26063,michigan,-0.017375042,-0.46238126,0.011424039,,,,-0.031054736,-0.821686575,0.00951253,45817,0.126,14.56719108,0.005518835,0.358717748,0.68
26159,michigan,-0.016348553,-0.429137315,0.012739051,-0.009105316,-0.316059952,0.019952577,-0.029569532,-0.678031382,0.008541455,57363,0.153,47.81657698,0.036912841,0.285122766,0.84
26129,michigan,-0.014804224,-0.427030353,0.01450018,-0.014044559,-0.377472222,0.032026092,-0.025085016,-0.774574499,0.014520115,41201,0.159,14.33948507,0.003197785,0.320040554,0.78
26047,michigan,-0.031185959,-0.593776988,0.014236878,-0.025999452,-0.541970003,0.015778128,-0.032112712,-0.805731495,0.009734266,58891,0.083,27.28536454,0.007325567,0.238171741,0.74
26109,michigan,-0.017921334,-0.456183117,0.006950454,-0.019356402,-0.44247623,0.025427905,-0.028627291,-0.828531321,0.015852628,46486,0.124,8.592286346,0.00622199,0.219563688,0.62
26077,michigan,-0.025638791,-0.487114163,0.011232481,-0.048317632,-0.666548884,0.007433919,-0.031415554,-0.841024158,0.008445585,55881,0.144,179.6764763,0.114029524,0.367086306,0.8
26007,michigan,-0.017109107,-0.468818857,0.009992156,-0.028838698,-0.540801854,0.016747552,-0.040840478,-0.766931068,0.01797167,42792,0.153,19.31776341,0.005042313,0.433100698,0.68
26089,michigan,-0.024285945,-0.549397046,0.016989358,-0.044014479,-0.731870891,0.007400514,-0.03248981,-0.767827908,0.020011788,67349,0.07,24.06356429,0.005789377,0.193048484,0.67
26087,michigan,-0.028539737,-0.494327663,0.00991813,-0.036327834,-0.614963804,0.017772063,-0.042676643,-0.789153143,0.017600917,65209,0.101,52.83187468,0.011394102,0.425342849,0.76
26059,michigan,-0.02192986,-0.436177299,0.011835499,-0.042659356,-0.674636222,0.007675273,-0.02639007,-0.791239472,0.019737882,50388,0.135,29.58287449,0.00642637,0.310417152,0.75
26151,michigan,-0.018856096,-0.444201187,0.013690894,-0.013103399,-0.319749634,0.013899805,-0.031439827,-0.758524362,0.009423502,46184,0.159,16.59656849,0.005463552,0.467022493,0.72
26029,michigan,-0.029385445,-0.577118645,0.009941122,,,,-0.031318792,-0.831738371,0.003169982,54491,0.106,24.31537847,0.004839201,0.40820802,0.76
26161,michigan,-0.027627324,-0.54935285,0.010546767,-0.055512304,-0.716828809,0.000967485,-0.049450718,-0.832901342,0.004114133,72267,0.15,200.1470343,0.120038926,0.33546644,0.65
26079,michigan,-0.016930192,-0.461220153,0.01161691,-0.026930712,-0.645678123,0.013571386,-0.029310547,-0.796747274,0.023269374,46068,0.141,12.04569854,0.005947038,0.337528604,0.81
26075,michigan,-0.022180179,-0.472609269,0.009918174,-0.036558114,-0.64332833,0.012211237,-0.032259222,-0.749373898,0.018536646,52047,0.137,87.41753194,0.079264338,0.378902436,0.82
26019,michigan,-0.018375065,-0.506461996,0.012271706,,,,-0.030454347,-0.92358284,0.010775818,51905,0.103,21.197698,0.006365121,0.166548547,0.75
26069,michigan,-0.017466822,-0.420101693,0.014160031,,,,-0.027480408,-0.670171701,0.009239035,41256,0.151,17.75237723,0.006977393,0.314431239,0.77
26113,michigan,-0.012804907,-0.367343005,0.011558964,,,,-0.031872957,-0.842236332,0.015746373,48413,0.129,10.25845311,0.004962615,0.334353481,0.71
26105,michigan,-0.018818605,-0.426716145,0.016974451,-0.025584464,-0.515370595,0.017888517,-0.020476696,-0.707390866,0.027842669,51083,0.121,22.53091769,0.007800687,0.228471002,0.76
26111,michigan,-0.02446562,-0.487553489,0.010810285,-0.052734266,-0.662182912,0.007094541,-0.038285311,-0.775053424,0.019966694,58057,0.113,62.36493775,0.013135598,0.298552827,0.73
26107,michigan,-0.021438559,-0.426046369,0.020688768,-0.020690288,-0.546992852,0.011918893,-0.043141691,-0.700842546,0.016006505,45804,0.184,30.0915382,0.027373981,0.317447331,0.72
26015,michigan,-0.025359287,-0.48063145,0.011718263,-0.022500317,-0.43111034,0.022226029,-0.029022366,-0.747665087,0.013037319,64121,0.085,41.92435909,0.005919192,0.320053121,0.76
26023,michigan,-0.015846629,-0.397678214,0.010459512,-0.025871951,-0.52391557,0.013014271,-0.022183111,-0.748494425,0.018330107,50477,0.145,33.22953627,0.021525836,0.311389594,0.83
26045,michigan,-0.020860812,-0.446175195,0.010292911,-0.04034254,-0.641823786,0.009919879,-0.033517037,-0.82449078,0.014291846,66716,0.093,73.26986942,0.066687305,0.388353553,0.79
26143,michigan,-0.018592212,-0.407096566,0.015062143,-0.007101407,-0.297386275,0.019318571,-0.028806794,-0.798309732,0.011582872,38613,0.171,17.73229412,0.005442974,0.193949045,0.83
26027,michigan,-0.021692517,-0.420280854,0.009651817,-0.027808342,-0.499913527,0.010732175,-0.026088601,-0.723318913,0.017002004,55978,0.112,40.53988578,0.050258455,0.257505176,0.8
26025,michigan,-0.018021777,-0.410606226,0.010097023,-0.035000295,-0.616522643,0.011955854,-0.029142278,-0.825834478,0.013945014,48413,0.173,73.51472524,0.107631221,0.480687212,0.87
26137,michigan,-0.018792194,-0.505587135,0.009753591,-0.025988301,-0.594061082,0.023983247,-0.033067786,-0.827892961,0.008888459,51292,0.114,18.2897872,0.00506791,0.361390117,0.8
26021,michigan,-0.017064942,-0.383999934,0.010566353,-0.041592737,-0.564316553,0.010672891,-0.03663735,-0.723105899,0.016252778,51509,0.153,105.2725308,0.145795084,0.356891461,0.79
26073,michigan,-0.02794534,-0.465239148,0.01330339,-0.040012665,-0.551399487,0.004551542,-0.041023303,-0.840934172,0.009773791,47056,0.234,47.7151145,0.026076358,0.291568693,0.68
26009,michigan,-0.019166112,-0.498495158,0.015851586,,,,-0.026520781,-0.807518492,0.00660963,56456,0.106,18.81251469,0.002867537,0.327772629,0.76
26149,michigan,-0.02046951,-0.425677356,0.010204735,-0.020198221,-0.452997044,0.015329299,-0.025488253,-0.755252532,0.022959059,52689,0.136,46.96898707,0.024179677,0.36656029,0.87
26067,michigan,-0.019807385,-0.439980932,0.011233634,-0.034651367,-0.496996556,0.015297785,-0.024148252,-0.78140813,0.022304668,61667,0.099,43.37072155,0.044915122,0.325335654,0.74
26145,michigan,-0.023532303,-0.484224271,0.010006993,-0.048097644,-0.672678531,0.008820242,-0.037992886,-0.830054265,0.010168194,48805,0.17,92.98590075,0.185026205,0.35929289,0.81
26061,michigan,-0.022611415,-0.490298123,0.015638895,-0.029380384,-0.433986377,0.005969076,-0.05587889,-0.830571424,0.003213433,42282,0.19,13.91206727,0.00908363,0.183267853,0.61
26103,michigan,-0.02148049,-0.528174015,0.009323856,-0.042441404,-0.66351365,0.012540895,-0.034269768,-0.864567175,0.006960262,54093,0.141,14.28674789,0.015003909,0.309228493,0.65
26035,michigan,-0.018838081,-0.43565459,0.014432937,-0.023486586,-0.530105216,0.01980402,-0.040224346,-0.773423446,0.017044072,39394,0.206,20.94547115,0.007087817,0.401993355,0.81
26043,michigan,-0.016159083,-0.434136911,0.009181743,-0.029570486,-0.51875028,0.024616063,-0.039512436,-0.747770059,0.021869124,52348,0.108,12.97412949,0.004963952,0.295161061,0.74
26157,michigan,-0.021825599,-0.453127518,0.015469977,-0.018952459,-0.503999599,0.016084521,-0.031976787,-0.7816902,0.006574347,51113,0.127,25.55592587,0.01216772,0.356862103,0.7
27079,minnesota,-0.015325003,-0.383134799,0.006792794,-0.027603462,-0.597808932,0.011564516,-0.022959399,-0.616126257,0.023195269,67269,0.078,24.08072321,0.006878641,0.403988349,0.84
27117,minnesota,-0.017986393,-0.351260824,0.015750278,,,,-0.022077836,-0.783990355,0.011775063,55378,0.104,7.625646039,0.011716591,0.331702544,0.77
27121,minnesota,-0.016144333,-0.435320587,0.005355786,,,,-0.023749753,-0.829978055,0.008018624,60975,0.084,6.331688418,0.004415608,0.525408348,0.79
27067,minnesota,-0.017474654,-0.425663179,0.006699097,-0.026351736,-0.486696577,0.006812717,-0.028540199,-0.795089704,0.0146272,60579,0.115,20.65528477,0.057892895,0.430432848,0.84
27005,minnesota,-0.016868876,-0.456335047,0.010490625,-0.012364062,-0.343743431,0.015850781,-0.028551634,-0.761378792,0.012319561,59440,0.111,9.915577814,0.006226179,0.228474746,0.82
27057,minnesota,-0.015450394,-0.450034118,0.019440961,,,,-0.020289919,-0.656146617,0.018070578,55687,0.12,8.698506431,0.004265892,0.260671141,0.82
27015,minnesota,-0.022652434,-0.372710583,0.00703157,-0.017054198,-0.468670434,0.011914762,-0.031450375,-0.717939018,0.022208068,60626,0.084,15.92903909,0.005017721,0.47100607,0.72
27033,minnesota,-0.014835235,-0.355016223,0.005965056,,,,-0.022464152,-0.678667566,0.010380943,51788,0.104,6.860833752,0.010197748,0.373648649,0.77
27051,minnesota,-0.017290599,-0.449840298,0.008158096,,,,-0.025910874,-0.831351688,0.009585385,54917,0.099,4.185268289,0.006311244,0.240924092,0.87
27095,minnesota,-0.013895495,-0.359125759,0.007752833,-0.007502728,-0.191919894,0.022727607,-0.03662131,-0.778441255,0.013364504,53289,0.124,17.35546372,0.006044608,0.225283314,0.85
27063,minnesota,-0.014207611,-0.34648644,0.004430002,,,,-0.024805447,-0.693414744,0.005295789,57786,0.088,5.518239361,0.009686207,0.270046083,0.76
27099,minnesota,-0.013423744,-0.289963438,0.00745726,-0.030322009,-0.552439439,0.011847273,-0.030145933,-0.6976144,0.017247665,53387,0.116,21.49557969,0.034915398,0.405305935,0.76
27161,minnesota,-0.014378135,-0.329146127,0.009554634,,,,-0.027355682,-0.800537656,0.006993739,58335,0.092,17.15359088,0.020812156,0.309563758,0.79
27171,minnesota,-0.024721754,-0.404305828,0.006854304,-0.042974932,-0.535137344,0.015045658,-0.031354253,-0.737574202,0.018837146,87377,0.049,77.52473687,0.015042281,0.386961023,0.83
27059,minnesota,-0.020075824,-0.391439949,0.008469198,-0.012386045,-0.377640291,0.014408599,-0.030743452,-0.541703656,0.022990015,73468,0.076,34.53384188,0.007906721,0.3938205,0.8
27041,minnesota,-0.012831082,-0.390172631,0.00611667,-0.034935666,-0.564334044,0.009402964,-0.027541321,-0.70550734,0.030370974,60979,0.088,22.55843074,0.005610578,0.433733122,0.83
27017,minnesota,-0.01580653,-0.470345264,0.008741118,-0.047545888,-0.772523161,0.008845445,-0.026483402,-0.741896018,0.018789505,60412,0.101,15.93174014,0.016547144,0.28031426,0.72
27131,minnesota,-0.014466878,-0.357297475,0.005843005,-0.033513114,-0.503229757,0.010376957,-0.026773161,-0.68134443,0.017862542,67024,0.096,51.21026588,0.056040768,0.369792897,0.68
27165,minnesota,-0.014181851,-0.376624425,0.012078384,-0.015256607,-0.4535343,0.009853313,-0.022869479,-0.741613461,0.009068841,51962,0.107,9.740561887,0.007103825,0.229086229,0.8
27093,minnesota,-0.016200309,-0.411773004,0.00541588,,,,-0.022987288,-0.724109475,0.015012295,66557,0.075,14.65436517,0.005660948,0.458750596,0.72
27027,minnesota,-0.018625597,-0.437111455,0.010599603,-0.03101771,-0.517588572,0.009747588,-0.031921686,-0.764513822,0.011996721,65914,0.118,23.19904548,0.037854742,0.444058315,0.81
27139,minnesota,-0.024932996,-0.456545694,0.007104413,-0.058253735,-0.624876106,0.01506521,-0.054233494,-0.832042945,0.012647124,101427,0.052,155.3858522,0.04644425,0.28586371,0.79
27111,minnesota,-0.011627766,-0.349157247,0.012289972,-0.018394443,-0.47478798,0.010626761,-0.02905651,-0.826972855,0.025065018,53778,0.103,11.35525316,0.015660069,0.389942,0.76
27049,minnesota,-0.019667072,-0.408060351,0.006817939,-0.06692945,-0.79033512,0.005555487,-0.030144777,-0.828062064,0.019921363,67039,0.071,23.57660276,0.012693145,0.390748178,0.72
27141,minnesota,-0.020780942,-0.40039889,0.006563119,-0.018135733,-0.389360201,0.017825918,-0.031304316,-0.733484157,0.017889047,81850,0.065,83.15061917,0.027541755,0.365444315,0.82
27023,minnesota,-0.018795177,-0.22938873,0.010603219,,,,-0.020723346,-0.762741197,0.016122732,53540,0.088,7.979724605,0.007547803,0.370186809,0.78
27157,minnesota,-0.013977738,-0.407312027,0.01174349,,,,-0.024477198,-0.806851279,0.02818614,63633,0.074,15.87359205,0.006329406,0.301927195,0.71
27097,minnesota,-0.017354994,-0.385974642,0.007012919,-0.012194971,-0.295936752,0.014774811,-0.030977339,-0.717960424,0.008669648,57471,0.101,11.30721277,0.006934186,0.375216338,0.76
27083,minnesota,-0.016666119,-0.43643519,0.009632547,-0.020600674,-0.486831558,0.012815283,-0.033975491,-0.749668191,0.01521312,57690,0.121,13.96464829,0.032658317,0.397598771,0.81
27113,minnesota,-0.017318876,-0.398774772,0.012133721,-0.015011816,-0.393715897,0.008136776,-0.026969192,-0.875671751,0.003044166,57494,0.092,8.882049316,0.012554662,0.423969072,0.74
27055,minnesota,-0.01776114,-0.426235271,0.008478169,-0.026030681,-0.747809346,0.010394494,-0.032887511,-0.836393397,0.025384487,59613,0.085,13.05300211,0.006243944,0.511627907,0.64
27025,minnesota,-0.024745332,-0.458485482,0.011393384,-0.018533258,-0.439059487,0.021430549,-0.040779948,-0.689524971,0.017251491,82814,0.064,50.92789964,0.013018132,0.458090267,0.74
27013,minnesota,-0.016413049,-0.32269907,0.009452157,-0.041156973,-0.635209422,0.009094597,-0.038393298,-0.801281449,0.012729549,58132,0.151,34.24424159,0.040562386,0.37406549,0.78
27109,minnesota,-0.021676038,-0.510041804,0.009208532,-0.044301307,-0.619522732,0.00985802,-0.037912933,-0.870891956,0.009618294,76001,0.071,90.43287249,0.062709164,0.297141703,0.74
27007,minnesota,-0.018413185,-0.488205319,0.011772492,-0.029449568,-0.605186818,0.008108952,-0.027309116,-0.71312936,0.020718777,47073,0.184,7.108971232,0.007428437,0.314189189,0.84
27153,minnesota,-0.012916787,-0.368217483,0.004336325,,,,-0.022399438,-0.785969791,0.009973677,58113,0.124,9.985919718,0.004515499,0.60708822,0.74
27173,minnesota,-0.016346345,-0.4517876,0.00552149,,,,-0.036798613,-0.770837526,0.013568021,56528,0.117,5.019167855,0.005819296,0.34532925,0.73
27065,minnesota,-0.014257245,-0.384387989,0.012182611,,,,-0.025811288,-0.769729612,0.01161978,56950,0.113,11.84603911,0.005429753,0.25449317,0.73
27091,minnesota,-0.014585281,-0.370215894,0.011153924,-0.021673315,-0.510242614,0.009558058,-0.025534547,-0.823641762,0.019416529,50821,0.137,10.82101817,0.006317918,0.388315396,0.8
27137,minnesota,-0.023106347,-0.449282966,0.010962464,-0.048227003,-0.67197168,0.006385547,-0.042583078,-0.833914433,0.009853951,53833,0.147,12.36461145,0.015844489,0.358547164,0.71
